obs_wl_vac(nm)	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	S(a.u.)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"1169.3419"	"1169.3442"	"0.0007"	"17"	"2.017e+07"	"8.269e-01"	"6.366e+01"	AA	"12985.185724"	"21536.988"	"3p6.4p"	"2P*"	"1/2"	"3p6.3d"	"2D"	"3/2"		"T9168"	"L1792"	
""	"1174.6955"	"0.0007"	""	"1.156e+05"	"2.391e-03"	"1.849e-01"	AA	"24701.382"	"33214.2267"	"3p6.5p"	"2P*"	"1/2"	"3p6.10s"	"2S"	"1/2"		"T9168"	""	
"1177.2859"	"1177.2889"	"0.0007"	"16"	"3.974e+06"	"8.258e-02"	"1.280e+01"	AA	"13042.896027"	"21536.988"	"3p6.4p"	"2P*"	"3/2"	"3p6.3d"	"2D"	"3/2"		"T9168"	"L1792"	
""	"1177.2895"	"0.0007"	""	"2.288e+05"	"2.377e-03"	"3.684e-01"	AA	"24720.139"	"33214.2267"	"3p6.5p"	"2P*"	"3/2"	"3p6.10s"	"2S"	"1/2"		"T9168"	""	
"1177.6060"	"1177.6089"	"0.0007"	"17"	"2.383e+07"	"7.430e-01"	"1.152e+02"	AA	"13042.896027"	"21534.680"	"3p6.4p"	"2P*"	"3/2"	"3p6.3d"	"2D"	"5/2"		"T9168"	"L1792"	
""	"1179.6834"	"0.0007"	""	"1.72e+04"	"7.2e-04"	"5.57e-02"	B	"24701.382"	"33178.2324"	"3p6.5p"	"2P*"	"1/2"	"3p6.8d"	"2D"	"3/2"		"T9168"	""	
""	"1182.2995"	"0.0007"	""	"3.8e+03"	"7.9e-05"	"1.23e-02"	B	"24720.139"	"33178.2324"	"3p6.5p"	"2P*"	"3/2"	"3p6.8d"	"2D"	"3/2"		"T9168"	""	
""	"1182.3133"	"0.0007"	""	"2.29e+04"	"7.2e-04"	"1.12e-01"	B	"24720.139"	"33178.1339"	"3p6.5p"	"2P*"	"3/2"	"3p6.8d"	"2D"	"5/2"		"T9168"	""	
"1243.5676"	"1243.5699"	"0.0008"	"56"	"7.951e+06"	"1.843e-01"	"1.509e+01"	AA	"12985.185724"	"21026.551"	"3p6.4p"	"2P*"	"1/2"	"3p6.5s"	"2S"	"1/2"		"T9168"	"L1792"	
"1252.5567"	"1252.5591"	"0.0008"	"98"	"1.582e+07"	"1.861e-01"	"3.069e+01"	AA	"13042.896027"	"21026.551"	"3p6.4p"	"2P*"	"3/2"	"3p6.5s"	"2S"	"1/2"		"T9168"	"L1792"	
""	"1252.951"	"0.008"	""	"4.35e+05"	"2.05e-02"	"1.69e+00"	B+	"21026.551"	"29007.71"	"3p6.5s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"3/2"		"T9168"	""	
""	"1254.277"	"0.008"	""	"4.16e+05"	"9.81e-03"	"8.10e-01"	A	"21026.551"	"28999.27"	"3p6.5s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"1/2"		"T9168"	""	
""	"1258.3414"	"0.0008"	""	"1.782e+05"	"4.230e-03"	"3.505e-01"	AA	"24701.382"	"32648.3511"	"3p6.5p"	"2P*"	"1/2"	"3p6.9s"	"2S"	"1/2"		"T9168"	""	
""	"1261.3184"	"0.0008"	""	"3.512e+05"	"4.188e-03"	"6.956e-01"	AA	"24720.139"	"32648.3511"	"3p6.5p"	"2P*"	"3/2"	"3p6.9s"	"2S"	"1/2"		"T9168"	""	
""	"1266.2938"	"0.0008"	""	"1.20e+04"	"5.8e-04"	"4.8e-02"	B	"24701.382"	"32598.4437"	"3p6.5p"	"2P*"	"1/2"	"3p6.7d"	"2D"	"3/2"		"T9168"	""	
""	"1269.3086"	"0.0008"	""	"2.7e+03"	"6.6e-05"	"1.10e-02"	B	"24720.139"	"32598.4437"	"3p6.5p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"3/2"		"T9168"	""	
""	"1269.3337"	"0.0008"	""	"1.67e+04"	"6.0e-04"	"1.01e-01"	B	"24720.139"	"32598.2881"	"3p6.5p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"5/2"		"T9168"	""	
"1338.152"	"1338.145"	"0.009"	""	"4.08e+05"	"7.31e-03"	"1.932e+00"	A+	"21534.680"	"29007.71"	"3p6.3d"	"2D"	"5/2"	"3p6.6p"	"2P*"	"3/2"		"T9168"	"L6096"	
""	"1338.559"	"0.009"	""	"4.55e+04"	"1.221e-03"	"2.153e-01"	A	"21536.988"	"29007.71"	"3p6.3d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"3/2"		"T9168"	""	
"1340.075"	"1340.073"	"0.009"	""	"4.47e+05"	"6.01e-03"	"1.061e+00"	A+	"21536.988"	"28999.27"	"3p6.3d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"1/2"		"T9168"	"L6096"	
""	"1415.6296"	"0.0012"	""	"2.970e+05"	"8.92e-03"	"8.32e-01"	A+	"24701.382"	"31765.3767"	"3p6.5p"	"2P*"	"1/2"	"3p6.8s"	"2S"	"1/2"		"T9168"	""	
""	"1419.3985"	"0.0012"	""	"5.87e+05"	"8.86e-03"	"1.656e+00"	A+	"24720.139"	"31765.3767"	"3p6.5p"	"2P*"	"3/2"	"3p6.8s"	"2S"	"1/2"		"T9168"	""	
""	"1429.6367"	"0.0012"	""	"6.9e+02"	"4.2e-05"	"4.0e-03"	D	"24701.382"	"31696.1661"	"3p6.5p"	"2P*"	"1/2"	"3p6.6d"	"2D"	"3/2"		"T9168"	""	
""	"1433.4807"	"0.0012"	""	"2.6e+02"	"8.1e-06"	"1.5e-03"	D+	"24720.139"	"31696.1661"	"3p6.5p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"3/2"		"T9168"	""	
""	"1433.5352"	"0.0012"	""	"1.6e+03"	"7.5e-05"	"1.4e-02"	D+	"24720.139"	"31695.9005"	"3p6.5p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"5/2"		"T9168"	""	
""	"1481.1723"	"0.0013"	""	"2.1e+04"	"4.6e-04"	"1.3e-01"	C+	"27397.077"	"34148.4861"	"3p6.4d"	"2D"	"5/2"	"3p6.13p"	"2P*"	"3/2"		"T817LS"	""	
""	"1481.4071"	"0.0013"	""	"2.3e+03"	"7.6e-05"	"1.5e-02"	C	"27398.147"	"34148.4861"	"3p6.4d"	"2D"	"3/2"	"3p6.13p"	"2P*"	"3/2"		"T817LS"	""	
""	"1481.5075"	"0.0013"	""	"2.3e+04"	"3.8e-04"	"7.4e-02"	C	"27398.147"	"34148.0284"	"3p6.4d"	"2D"	"3/2"	"3p6.13p"	"2P*"	"1/2"		"T817LS"	""	
"1516.722"	"1516.721"	"0.012"	"bl*"	"1.035e+06"	"3.569e-02"	"1.069e+01"	A	"21534.680"	"28127.85"	"3p6.3d"	"2D"	"5/2"	"3p6.4f"	"2F*"	"5/2"		"T9168"	"L6096"	
"1516.722"	"1516.721"	"0.012"	"bl*"	"1.547e+07"	"7.11e-01"	"2.132e+02"	A	"21534.680"	"28127.85"	"3p6.3d"	"2D"	"5/2"	"3p6.4f"	"2F*"	"7/2"		"T9168"	"L6096"	
"1517.255"	"1517.252"	"0.012"	""	"1.463e+07"	"7.57e-01"	"1.513e+02"	B+	"21536.988"	"28127.85"	"3p6.3d"	"2D"	"3/2"	"3p6.4f"	"2F*"	"5/2"		"T9168"	"L6096"	
""	"1520.7419"	"0.0013"	""	"2.7e+04"	"6.2e-04"	"1.9e-01"	C+	"27397.077"	"33972.8148"	"3p6.4d"	"2D"	"5/2"	"3p6.12p"	"2P*"	"3/2"		"T817LS"	""	
""	"1520.9894"	"0.0013"	""	"3.0e+03"	"1.0e-04"	"2.1e-02"	C	"27398.147"	"33972.8148"	"3p6.4d"	"2D"	"3/2"	"3p6.12p"	"2P*"	"3/2"		"T817LS"	""	
""	"1521.1302"	"0.0013"	""	"3.2e+04"	"5.6e-04"	"1.1e-01"	C+	"27398.147"	"33972.2064"	"3p6.4d"	"2D"	"3/2"	"3p6.12p"	"2P*"	"1/2"		"T817LS"	""	
""	"1577.2245"	"0.0014"	""	"3.7e+04"	"9.2e-04"	"2.9e-01"	C+	"27397.077"	"33737.3284"	"3p6.4d"	"2D"	"5/2"	"3p6.11p"	"2P*"	"3/2"		"T817LS"	""	
""	"1577.4907"	"0.0014"	""	"4.3e+03"	"1.6e-04"	"3.3e-02"	C	"27398.147"	"33737.3284"	"3p6.4d"	"2D"	"3/2"	"3p6.11p"	"2P*"	"3/2"		"T817LS"	""	
""	"1577.6974"	"0.0014"	""	"4.1e+04"	"7.6e-04"	"1.6e-01"	C+	"27398.147"	"33736.4979"	"3p6.4d"	"2D"	"3/2"	"3p6.11p"	"2P*"	"1/2"		"T817LS"	""	
""	"1598.659"	"0.015"	""	"4.3e+05"	"2.2e-02"	"6.9e+00"	B+	"27397.077"	"33652.32"	"3p6.4d"	"2D"	"5/2"	"3p6.9f"	"2F*"	"7/2"		"T817"	""	
""	"1598.659"	"0.015"	""	"2.9e+04"	"1.1e-03"	"3.5e-01"	C+	"27397.077"	"33652.32"	"3p6.4d"	"2D"	"5/2"	"3p6.9f"	"2F*"	"5/2"		"T817"	""	
""	"1598.932"	"0.015"	""	"4.0e+05"	"2.3e-02"	"4.8e+00"	B+	"27398.147"	"33652.32"	"3p6.4d"	"2D"	"3/2"	"3p6.9f"	"2F*"	"5/2"		"T817"	""	
""	"1662.6979"	"0.0016"	""	"5.4e+04"	"1.5e-03"	"4.9e-01"	C+	"27397.077"	"33411.3986"	"3p6.4d"	"2D"	"5/2"	"3p6.10p"	"2P*"	"3/2"		"T817LS"	""	
""	"1662.9938"	"0.0016"	""	"6.1e+03"	"2.5e-04"	"5.5e-02"	C	"27398.147"	"33411.3986"	"3p6.4d"	"2D"	"3/2"	"3p6.10p"	"2P*"	"3/2"		"T817LS"	""	
""	"1663.3169"	"0.0016"	""	"6.0e+04"	"1.2e-03"	"2.7e-01"	C+	"27398.147"	"33410.2306"	"3p6.4d"	"2D"	"3/2"	"3p6.10p"	"2P*"	"1/2"		"T817LS"	""	
""	"1696.548"	"0.017"	""	"5.786e+05"	"3.329e-02"	"1.116e+01"	A+	"27397.077"	"33291.40"	"3p6.4d"	"2D"	"5/2"	"3p6.8f"	"2F*"	"7/2"		"T8262"	""	
""	"1696.548"	"0.017"	""	"3.850e+04"	"1.661e-03"	"5.567e-01"	A+	"27397.077"	"33291.40"	"3p6.4d"	"2D"	"5/2"	"3p6.8f"	"2F*"	"5/2"		"T8262"	""	
""	"1696.856"	"0.017"	""	"5.390e+05"	"3.490e-02"	"7.80e+00"	A+	"27398.147"	"33291.40"	"3p6.4d"	"2D"	"3/2"	"3p6.8f"	"2F*"	"5/2"		"T8262"	""	
""	"1794.4086"	"0.0019"	""	"5.687e+05"	"2.745e-02"	"3.244e+00"	AA	"24701.382"	"30274.2487"	"3p6.5p"	"2P*"	"1/2"	"3p6.7s"	"2S"	"1/2"		"T9168"	""	
""	"1800.4686"	"0.0019"	""	"1.120e+06"	"2.721e-02"	"6.452e+00"	AA	"24720.139"	"30274.2487"	"3p6.5p"	"2P*"	"3/2"	"3p6.7s"	"2S"	"1/2"		"T9168"	""	
""	"1803.4756"	"0.0019"	""	"8.3e+04"	"2.7e-03"	"9.6e-01"	C+	"27397.077"	"32941.9262"	"3p6.4d"	"2D"	"5/2"	"3p6.9p"	"2P*"	"3/2"		"T817LS"	""	
""	"1803.8236"	"0.0019"	""	"9.5e+03"	"4.6e-04"	"1.1e-01"	C+	"27398.147"	"32941.9262"	"3p6.4d"	"2D"	"3/2"	"3p6.9p"	"2P*"	"3/2"		"T817LS"	""	
""	"1804.3845"	"0.0019"	""	"9.1e+04"	"2.2e-03"	"5.3e-01"	C+	"27398.147"	"32940.2030"	"3p6.4d"	"2D"	"3/2"	"3p6.9p"	"2P*"	"1/2"		"T817LS"	""	
""	"1823.3649"	"0.0019"	""	"7.24e+04"	"7.22e-03"	"8.67e-01"	B	"24701.382"	"30185.7476"	"3p6.5p"	"2P*"	"1/2"	"3p6.5d"	"2D"	"3/2"		"T9168"	""	
""	"1829.6224"	"0.0019"	""	"1.31e+04"	"6.6e-04"	"1.58e-01"	B	"24720.139"	"30185.7476"	"3p6.5p"	"2P*"	"3/2"	"3p6.5d"	"2D"	"3/2"		"T9168"	""	
""	"1829.7910"	"0.0019"	""	"7.8e+04"	"5.88e-03"	"1.42e+00"	B+	"24720.139"	"30185.2439"	"3p6.5p"	"2P*"	"3/2"	"3p6.5d"	"2D"	"5/2"		"T9168"	""	
""	"1862.987"	"0.021"	""	"5.70e+04"	"2.97e-03"	"1.09e+00"	B+	"27397.077"	"32764.80"	"3p6.4d"	"2D"	"5/2"	"3p6.7f"	"2F*"	"5/2"		"T8262"	""	
""	"1862.987"	"0.021"	""	"8.5e+05"	"5.93e-02"	"2.18e+01"	A	"27397.077"	"32764.80"	"3p6.4d"	"2D"	"5/2"	"3p6.7f"	"2F*"	"7/2"		"T8262"	""	
""	"1863.359"	"0.021"	""	"8.00e+05"	"6.25e-02"	"1.53e+01"	A	"27398.147"	"32764.80"	"3p6.4d"	"2D"	"3/2"	"3p6.7f"	"2F*"	"5/2"		"T8262"	""	
""	"2069.09"	"0.03"	""	"1.4e+05"	"6.0e-03"	"2.4e+00"	B+	"27397.077"	"32230.11"	"3p6.4d"	"2D"	"5/2"	"3p6.8p"	"2P*"	"3/2"		"T817LS"	""	
""	"2069.55"	"0.03"	""	"1.5e+04"	"9.6e-04"	"2.6e-01"	C+	"27398.147"	"32230.11"	"3p6.4d"	"2D"	"3/2"	"3p6.8p"	"2P*"	"3/2"		"T817LS"	""	
""	"2070.70"	"0.03"	""	"1.5e+05"	"4.8e-03"	"1.3e+00"	C+	"27398.147"	"32227.44"	"3p6.4d"	"2D"	"3/2"	"3p6.8p"	"2P*"	"1/2"		"T817LS"	""	
""	"2194.86"	"0.03"	""	"8.80e+04"	"6.36e-03"	"2.76e+00"	B+	"27397.077"	"31953.17"	"3p6.4d"	"2D"	"5/2"	"3p6.6f"	"2F*"	"5/2"		"T8262"	""	
""	"2194.86"	"0.03"	""	"1.32e+06"	"1.27e-01"	"5.5e+01"	B+	"27397.077"	"31953.17"	"3p6.4d"	"2D"	"5/2"	"3p6.6f"	"2F*"	"7/2"		"T8262"	""	
""	"2195.38"	"0.03"	""	"1.23e+06"	"1.33e-01"	"3.85e+01"	B+	"27398.147"	"31953.17"	"3p6.4d"	"2D"	"3/2"	"3p6.6f"	"2F*"	"5/2"		"T8262"	""	
"2707.397"	"2707.395"	"0.005"	"59"	"4.58e+06"	"1.007e+00"	"1.796e+02"	AA	"21026.551"	"24720.139"	"3p6.5s"	"2S"	"1/2"	"3p6.5p"	"2P*"	"3/2"		"T9168"	"L1792"	
""	"2719.37"	"0.04"	""	"2.5e+05"	"1.8e-02"	"9.9e+00"	B+	"27397.077"	"31074.40"	"3p6.4d"	"2D"	"5/2"	"3p6.7p"	"2P*"	"3/2"		"T817LS"	""	
""	"2720.16"	"0.04"	""	"2.8e+04"	"3.1e-03"	"1.1e+00"	C+	"27398.147"	"31074.40"	"3p6.4d"	"2D"	"3/2"	"3p6.7p"	"2P*"	"3/2"		"T817LS"	""	
"2721.216"	"2721.214"	"0.005"	"36"	"4.53e+06"	"5.026e-01"	"9.01e+01"	AA	"21026.551"	"24701.382"	"3p6.5s"	"2S"	"1/2"	"3p6.5p"	"2P*"	"1/2"		"T9168"	"L1792"	
""	"2723.49"	"0.04"	""	"2.9e+05"	"1.6e-02"	"5.8e+00"	B+	"27398.147"	"31069.90"	"3p6.4d"	"2D"	"3/2"	"3p6.7p"	"2P*"	"1/2"		"T817LS"	""	
""	"3115.60"	"0.06"	""	"1.33e+05"	"1.94e-02"	"1.19e+01"	C+	"27397.077"	"30606.73"	"3p6.4d"	"2D"	"5/2"	"3p6.5f"	"2F*"	"5/2"		"T8262"	""	
""	"3115.60"	"0.06"	""	"1.99e+06"	"3.9e-01"	"2.37e+02"	C+	"27397.077"	"30606.73"	"3p6.4d"	"2D"	"5/2"	"3p6.5f"	"2F*"	"7/2"		"T8262"	""	
""	"3116.64"	"0.06"	""	"1.86e+06"	"4.1e-01"	"1.67e+02"	C+	"27398.147"	"30606.73"	"3p6.4d"	"2D"	"3/2"	"3p6.5f"	"2F*"	"5/2"		"T8262"	""	
"3139.263"	"3139.265"	"0.007"	"33"	"1.50e+06"	"1.48e-01"	"9.16e+01"	A	"21534.680"	"24720.139"	"3p6.3d"	"2D"	"5/2"	"3p6.5p"	"2P*"	"3/2"		"T9168"	"L1792"	
"3141.539"	"3141.541"	"0.007"	"7"	"1.66e+05"	"2.46e-02"	"1.018e+01"	B+	"21536.988"	"24720.139"	"3p6.3d"	"2D"	"3/2"	"3p6.5p"	"2P*"	"3/2"		"T9168"	"L1792"	
"3160.161"	"3160.163"	"0.007"	"22"	"1.65e+06"	"1.23e-01"	"5.13e+01"	A	"21536.988"	"24701.382"	"3p6.3d"	"2D"	"3/2"	"3p6.5p"	"2P*"	"1/2"		"T9168"	"L1792"	
"3637.278"	"3637.252"	"0.008"	"4"	"1.627e+06"	"3.226e-01"	"7.73e+01"	AA	"24701.382"	"27450.7104"	"3p6.5p"	"2P*"	"1/2"	"3p6.6s"	"2S"	"1/2"		"T9168"	"L1792"	
"3662.260"	"3662.237"	"0.008"	"7"	"4.955e+06"	"4.982e-01"	"2.403e+02"	AAA	"24720.139"	"27450.7104"	"3p6.5p"	"2P*"	"3/2"	"3p6.6s"	"2S"	"1/2"		"T9168"	"L1792"	
"3708.147"	"3708.147"	"0.010"	"3"	"2.885e+06"	"1.189e+00"	"2.904e+02"	AA	"24701.382"	"27398.147"	"3p6.5p"	"2P*"	"1/2"	"3p6.4d"	"2D"	"3/2"		"T9168"	"L1792"	
"3734.119"	"3734.119"	"0.010"	"1"	"5.68e+05"	"1.187e-01"	"5.84e+01"	AA	"24720.139"	"27398.147"	"3p6.5p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"3/2"		"T9168"	"L1792"	
"3735.611"	"3735.611"	"0.010"	"5"	"3.406e+06"	"1.069e+00"	"5.26e+02"	AA	"24720.139"	"27397.077"	"3p6.5p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"5/2"		"T9168"	"L1792"	
"4016.932"	"4016.94"	"0.08"	"*"	""	""	""		"28127.85"	"30617.31"	"3p6.4f"	"2F*"	"5/2"	"3p6.5g"	"2G"	"7/2"		""	"L873"	
"4016.932"	"4016.94"	"0.08"	"*"	""	""	""		"28127.85"	"30617.31"	"3p6.4f"	"2F*"	"7/2"	"3p6.5g"	"2G"	"9/2"		""	"L873"	
""	"6208.74"	"0.19"	""	"7.8e+05"	"3.0e-01"	"3.7e+02"	B+	"27397.077"	"29007.71"	"3p6.4d"	"2D"	"5/2"	"3p6.6p"	"2P*"	"3/2"		"T817LS"	""	
""	"6212.87"	"0.19"	""	"8.7e+04"	"5.0e-02"	"4.1e+01"	B+	"27398.147"	"29007.71"	"3p6.4d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"3/2"		"T817LS"	""	
""	"6245.62"	"0.20"	""	"8.3e+05"	"2.4e-01"	"2.0e+02"	B+	"27398.147"	"28999.27"	"3p6.4d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"1/2"		"T817LS"	""	
""	"13684.1"	"0.9"	""	"5.9e+03"	"1.7e-02"	"4.5e+01"	B+	"27397.077"	"28127.85"	"3p6.4d"	"2D"	"5/2"	"3p6.4f"	"2F*"	"5/2"		"T817"	""	
""	"13684.1"	"0.9"	""	"8.9e+04"	"3.3e-01"	"9.0e+02"	B+	"27397.077"	"28127.85"	"3p6.4d"	"2D"	"5/2"	"3p6.4f"	"2F*"	"7/2"		"T817"	""	
""	"13704.2"	"0.9"	""	"8.3e+04"	"3.5e-01"	"6.3e+02"	B+	"27398.147"	"28127.85"	"3p6.4d"	"2D"	"3/2"	"3p6.4f"	"2F*"	"5/2"		"T817"	""	
